"ID","Start Time","End Time","Duration (Minutes)","Energy Burned (CAL)","Latitude","Longitude","Number of Climbs"
"723095402.122281","2023-11-30 19:50:02","2023-11-30 21:35:54","105.85","714.7360000000065","34.16501237146324","-118.15040592190259","25"
"722928223.165074","2023-11-28 21:23:43","2023-11-28 22:01:44","38.0","293.5469999999995","34.16494238659196","-118.15035458665169","14"
"722839201.027736","2023-11-27 20:40:01","2023-11-27 22:01:12","81.13333333333334","433.3910000000143","34.16487998332285","-118.15025157306171","7"
"722653785.661845","2023-11-25 17:09:45","2023-11-25 18:54:56","105.18333333333334","611.1250000000132","37.85089618893611","-122.29241340304213","24"
"722568246.844275","2023-11-24 17:24:06","2023-11-24 19:00:46","96.65","561.6930000000042","37.815965171938586","-122.28861073974733","20"
"722319812.979738","2023-11-21 20:23:32","2023-11-21 21:28:38","65.08333333333333","371.3730000000063","37.8158091131754","-122.28882703954467","21"
"722035989.63295","2023-11-18 13:33:09","2023-11-18 15:17:36","104.43333333333334","516.9200000000192","37.81564242351081","-122.28890226157743","15"
"721840478.903034","2023-11-16 07:14:38","2023-11-16 08:04:49","50.166666666666664","263.9090000000025","34.165017787721126","-118.15044963682676","18"
"721792714.835846","2023-11-15 17:58:34","2023-11-15 20:02:08","123.51666666666667","649.8820000000238","34.164651157366265","-118.14955051068044","8"
"721629056.683702","2023-11-13 20:30:56","2023-11-13 21:57:35","86.61666666666666","477.8600000000113","34.16441151875459","-118.15045617531813","5"
"721521631.892821","2023-11-12 14:40:31","2023-11-12 15:38:25","57.88333333333333","334.7830000000036","34.16496370795905","-118.15037378552923","23"
"721367318.249444","2023-11-10 19:48:38","2023-11-10 21:43:53","115.21666666666667","728.9110000000109","34.16492713152819","-118.1504077279178","11"
"721195414.032173","2023-11-08 20:03:34","2023-11-08 21:34:11","90.61666666666666","532.7410000000119","34.16471393782102","-118.15040077093816","7"
"721017552.511146","2023-11-06 18:39:12","2023-11-06 19:04:39","25.433333333333334","165.02700000000004","34.164781416861025","-118.1503116810366","15"
"720906046.905603","2023-11-05 11:40:46","2023-11-05 13:25:48","105.01666666666667","585.31000000002","34.164886469995494","-118.15032957998811","10"
"720764920.662455","2023-11-03 21:28:40","2023-11-03 22:01:23","32.7","250.83900000000006","34.164857909799956","-118.15037071065808","13"
"720320113.758252","2023-10-29 17:55:13","2023-10-29 18:48:33","53.31666666666667","304.187","37.85091804344007","-122.29260706354145","20"
"719707140.88708","2023-10-22 15:39:00","2023-10-22 17:14:54","95.86666666666666","457.8940000000183","37.85159165508845","-122.29253347043161","6"
"718082208.647844","2023-10-03 20:16:48","2023-10-03 20:37:47","20.983333333333334","116.66499999999989","34.164842923838854","-118.15037544433345","13"
"716956954.607013","2023-09-20 19:42:34","2023-09-20 21:11:18","88.73333333333333","487.97000000000327","37.81549120364725","-122.2887803786631","20"
"716785535.788645","2023-09-18 20:05:35","2023-09-18 21:01:57","56.35","251.356999999998","37.85098111726157","-122.29236792784398","3"
"716690823.851654","2023-09-17 17:47:03","2023-09-17 18:37:26","50.36666666666667","296.65899999999766","37.85093321468481","-122.29271334607367","20"
"715982636.18728","2023-09-09 13:03:56","2023-09-09 14:17:45","73.81666666666666","426.25399999999934","34.16476085062458","-118.15004775222486","20"
"715561442.646684","2023-09-04 16:04:02","2023-09-04 17:00:24","56.35","312.73199999999696","37.815727838738624","-122.28891386980001","12"
"715469818.309253","2023-09-03 14:36:58","2023-09-03 15:57:01","80.05","358.5389999999996","37.80963440066965","-122.27022759363533","18"
"715309126.921849","2023-09-01 17:58:46","2023-09-01 19:42:25","103.63333333333334","499.8670000000056","37.81566587413139","-122.28888177571223","22"
"715056708.934255","2023-08-29 19:51:48","2023-08-29 20:52:18","60.483333333333334","268.91799999999444","37.851069965435194","-122.29263195779386","12"
"714866430.815647","2023-08-27 15:00:30","2023-08-27 16:07:22","66.81666666666666","347.41299999999524","37.85073552749851","-122.29254436690573","20"
"713242538.35038","2023-08-08 19:55:38","2023-08-08 21:05:54","70.25","336.50900000000524","37.81566904729836","-122.28889195691326","17"
"712812607.942533","2023-08-03 20:30:07","2023-08-03 21:40:17","70.15","319.0660000000047","37.85081440651121","-122.29228980521451","17"
"712362294.516873","2023-07-29 15:24:54","2023-07-29 16:41:50","76.93333333333334","375.05200000000633","37.851273854932444","-122.29256293832468","15"
"712207418.653029","2023-07-27 20:23:38","2023-07-27 21:27:09","63.5","274.8520000000035","37.85110242444871","-122.29261297025326","14"
"712033408.290059","2023-07-25 20:03:28","2023-07-25 21:23:35","80.11666666666666","421.6020000000088","37.85081371135606","-122.29277000755472","26"
"711845753.528598","2023-07-23 15:55:53","2023-07-23 16:55:26","59.53333333333333","282.57900000000245","37.85078828703963","-122.2922061965566","14"
"711345647.245402","2023-07-17 21:00:47","2023-07-17 21:45:55","45.11666666666667","256.40499999999855","37.85110242444871","-122.29261297025326","13"
"711145146.374053","2023-07-15 13:19:06","2023-07-15 14:27:35","68.48333333333333","320.8649999999962","37.851562569884585","-122.29270999331239","12"
"711000209.846532","2023-07-13 21:03:29","2023-07-13 21:47:47","44.28333333333333","210.5079999999981","37.850972457079095","-122.29277079252022","12"
"709184590.953691","2023-06-22 20:43:10","2023-06-22 21:59:30","76.31666666666666","389.6069999999987","37.850736832210096","-122.29252710500371","21"
"709007252.930598","2023-06-20 19:27:32","2023-06-20 21:03:32","95.98333333333333","564.3460000000018","37.850645715406024","-122.29239885706667","13"
"708824252.276897","2023-06-18 16:37:32","2023-06-18 17:45:09","67.6","361.5919999999964","37.85080336999516","-122.29224394998916","17"
"708749670.591864","2023-06-17 19:54:30","2023-06-17 23:18:12","203.66666666666666","1010.0020000000453","37.81564589876337","-122.2888562662687","33"
"708569124.402739","2023-06-15 17:45:24","2023-06-15 19:10:10","84.76666666666667","434.10999999999694","37.86745775960187","-122.25874920387031","15"
"708221394.872712","2023-06-11 17:09:54","2023-06-11 18:40:07","90.2","286.3459999999961","37.42230871230124","-118.4338757303715","5"
"708205880.90047","2023-06-11 12:51:20","2023-06-11 13:30:13","38.86666666666667","174.8720000000005","37.38371340095753","-118.67603796545292","0"
"708140681.593528","2023-06-10 18:44:41","2023-06-10 19:36:06","51.4","236.27299999999693","37.42234190463794","-118.43370113532845","6"
"708116900.907088","2023-06-10 12:08:20","2023-06-10 13:26:36","78.25","313.5639999999959","37.33004621021267","-118.57803029443903","8"
"708060611.976311","2023-06-09 20:30:11","2023-06-09 20:39:53","9.683333333333334","53.92099999999997","37.42078974380863","-118.43385410506131","8"
"706754497.68917","2023-05-25 17:41:37","2023-05-25 18:50:38","69.01666666666667","325.84699999999543","41.76366026517168","-111.82813111703081","14"
"706657613.76207","2023-05-24 14:46:53","2023-05-24 16:51:52","124.96666666666667","602.4329999999919","41.80227294772451","-111.63411177559975","3"
"705986644.229961","2023-05-16 20:24:04","2023-05-16 21:49:45","85.68333333333334","455.3679999999951","37.85062400627681","-122.29258744988803","9"
"705469162.205637","2023-05-10 20:39:22","2023-05-10 21:34:58","55.6","248.80999999999753","37.85156677955841","-122.29242733509756","12"
"705184076.869874","2023-05-07 13:27:56","2023-05-07 14:16:52","48.916666666666664","250.2999999999971","37.81547045565656","-122.28891869510988","2"
"704257930.514226","2023-04-26 20:12:10","2023-04-26 21:16:41","64.5","277.93799999999624","37.8511123778651","-122.29280361917083","13"
"703869941.116079","2023-04-22 08:25:41","2023-04-22 09:36:17","70.6","365.1269999999947","18.334055277536002","-66.48436303256683","2"
"703800145.911856","2023-04-21 13:02:25","2023-04-21 15:20:31","138.06666666666666","350.184999999997","18.334437197488114","-66.48387857360788","2"
"703025982.784027","2023-04-12 13:59:42","2023-04-12 14:51:41","51.96666666666667","264.0509999999988","37.85153499342301","-122.29259004827802","20"
"702962159.187084","2023-04-11 20:15:59","2023-04-11 22:01:49","105.81666666666666","518.4739999999966","37.85105183901439","-122.29273100264","20"
"702753572.171039","2023-04-09 10:19:32","2023-04-09 13:36:40","197.13333333333333","921.031000000037","37.87716995462577","-122.61766917083656","3"
"702616800.61286","2023-04-07 20:20:00","2023-04-07 21:53:51","93.85","559.3430000000013","37.8156819151926","-122.28895493672256","31"
"702444473.323105","2023-04-05 20:27:53","2023-04-05 21:56:55","88.98333333333333","443.73299999999665","37.850836026517676","-122.29266724560624","15"
"702270845.847789","2023-04-03 20:14:05","2023-04-03 21:25:09","71.03333333333333","351.5789999999964","37.8157351153703","-122.28885636198436","16"
"702163057.793505","2023-04-02 14:17:37","2023-04-02 15:39:51","82.2","388.5889999999985","37.81547823029805","-122.28892529336706","16"
"702078024.260848","2023-04-01 14:40:24","2023-04-01 16:58:45","138.35","589.8119999999969","37.88018321520619","-122.62232437555518","3"
"701662818.577888","2023-03-27 19:20:18","2023-03-27 21:07:06","106.78333333333333","533.4839999999966","34.063925042363685","-118.2170444461006","10"
"701397469.984312","2023-03-24 17:37:49","2023-03-24 18:26:08","48.3","210.32999999999902","37.81569199998063","-122.28890441504772","11"
"701372936.415736","2023-03-24 10:48:56","2023-03-24 11:44:13","55.266666666666666","241.02799999999843","37.85086305815526","-122.29260329168503","14"
"701322233.541246","2023-03-23 20:43:53","2023-03-23 21:59:21","75.45","367.1369999999963","37.85160579782964","-122.29270527458739","18"
"701232624.431529","2023-03-22 19:50:24","2023-03-22 22:05:02","134.6","668.9370000000036","37.81569108370502","-122.28883420128588","20"
"700868219.449646","2023-03-18 14:36:59","2023-03-18 17:03:27","146.45","788.1350000000161","37.815697554430585","-122.2889156461254","40"
"700627373.957361","2023-03-15 19:42:53","2023-03-15 20:46:29","63.583333333333336","312.1929999999965","37.85147678110561","-122.29259264666801","14"
"700543271.809401","2023-03-14 20:21:11","2023-03-14 22:00:04","98.85","512.1160000000004","37.81570369748677","-122.2889008634628","15"
"700271514.118324","2023-03-11 15:51:54","2023-03-11 18:14:14","142.31666666666666","726.9770000000124","37.815585386159164","-122.28893353952108","30"
"700115917.103037","2023-03-09 20:38:37","2023-03-09 22:07:49","89.13333333333334","428.16099999999835","37.85093480724641","-122.29274796333377","6"
"699941659.845759","2023-03-07 20:14:19","2023-03-07 21:56:54","102.56666666666666","521.6159999999893","37.85075262658098","-122.29255886759822","7"
"699760936.500727","2023-03-05 18:02:16","2023-03-05 18:25:45","23.483333333333334","138.41900000000038","37.892086154930226","-122.26330486621663","0"
"699595109.640274","2023-03-03 19:58:29","2023-03-03 21:04:08","65.6","302.5469999999929","37.85061704929718","-122.29241939272944","4"
"699510731.540527","2023-03-02 20:32:11","2023-03-02 21:55:21","83.13333333333334","404.44299999999424","37.850781292689824","-122.292806720475","18"
"699337026.836395","2023-02-28 20:17:06","2023-02-28 21:52:53","95.73333333333333","426.9370000000119","37.85074390940168","-122.29246356535916","18"
"699234704.845727","2023-02-27 15:51:44","2023-02-27 19:03:53","192.13333333333333","855.1880000000366","37.85079652829588","-122.2922532134445","22"
"698895652.178557","2023-02-23 17:40:52","2023-02-23 18:31:57","51.083333333333336","268.6869999999998","38.53825472298873","-121.73887632798565","18"
"698527722.06378","2023-02-19 11:28:42","2023-02-19 13:33:32","124.83333333333333","708.5610000000121","37.81571161095675","-122.28888997101944","22"
"698297603.911828","2023-02-16 19:33:23","2023-02-16 21:48:32","135.13333333333333","659.0230000000224","37.85107004925408","-122.29253816429738","31"
"698122143.745434","2023-02-14 18:49:03","2023-02-14 20:09:38","80.56666666666666","457.9390000000053","37.85076202658447","-122.29273213261835","30"
"698040299.935074","2023-02-13 20:04:59","2023-02-13 21:58:39","113.6","619.0330000000143","37.8150595073009","-122.28906730201308","14"
"697855569.331532","2023-02-11 16:46:09","2023-02-11 18:52:01","125.81666666666666","666.7450000000198","37.850719392335044","-122.29310511622792","22"
"697690063.513723","2023-02-09 18:47:43","2023-02-09 20:13:26","85.68333333333334","439.9410000000121","37.8160492424274","-122.28870268922512","6"
"697519801.693316","2023-02-07 19:30:01","2023-02-07 21:54:55","144.88333333333333","723.7800000000241","37.85089503511586","-122.29238393727903","14"
"697337225.144604","2023-02-05 16:47:05","2023-02-05 18:40:14","113.13333333333334","598.740000000016","37.85087723338934","-122.29240435196596","14"
"697239935.709662","2023-02-04 13:45:35","2023-02-04 16:15:24","149.8","857.8900000000153","37.850729366799676","-122.29267428640489","7"
"696317624.969559","2023-01-24 21:33:44","2023-01-24 21:33:47","0.03333333333333333","0.0","37.85071427937397","-122.29272323671941","0"
"696313893.951913","2023-01-24 20:31:33","2023-01-24 21:32:32","60.95","344.7860000000025","37.85071427937397","-122.29272323671941","10"
"696228042.777864","2023-01-23 20:40:42","2023-01-23 21:40:28","59.75","358.85100000000205","37.81558572318201","-122.28895649325315","20"
"696122469.565608","2023-01-22 15:21:09","2023-01-22 17:19:50","118.66666666666667","631.0160000000205","37.87710943728487","-122.61768425826227","3"
"695970133.477489","2023-01-20 21:02:13","2023-01-20 21:55:01","52.8","386.15799999999973","37.81562327410822","-122.28880528371994","18"
"695711321.715816","2023-01-17 21:08:41","2023-01-17 21:08:49","0.11666666666666667","0.0","37.85152308731197","-122.29268191791469","0"
"695706292.602297","2023-01-17 19:44:52","2023-01-17 21:05:18","80.43333333333334","400.7240000000072","37.85152308731197","-122.29268191791469","13"
"694112680.601886","2022-12-30 09:04:40","2022-12-30 11:02:01","117.35","614.5130000000095","36.83673638718543","-2.443618860927268","21"
"693008387.663224","2022-12-17 14:19:47","2022-12-17 15:22:27","62.666666666666664","357.3909999999985","41.94696792839134","-87.65742588158557","16"
"691809065.139625","2022-12-03 17:11:05","2022-12-03 17:59:14","48.15","283.887000000001","37.85089407141758","-122.29217127247979","6"
"691734300.839137","2022-12-02 20:25:00","2022-12-02 21:30:17","65.26666666666667","328.84800000000376","38.53816118094934","-121.73884942207647","18"
"691554039.20011","2022-11-30 18:20:39","2022-11-30 19:16:27","55.8","314.5590000000022","38.53816118094934","-121.73884942207647","22"
"691466016.19745","2022-11-29 17:53:36","2022-11-29 19:05:00","71.38333333333334","413.034999999997","37.85090995490365","-122.29273849178318","16"
"691200228.039348","2022-11-26 16:03:48","2022-11-26 17:08:26","64.63333333333334","338.4029999999954","37.85098534506569","-122.29238070513246","26"
"690783621.375654","2022-11-21 20:20:21","2022-11-21 21:46:45","86.38333333333334","436.627000000002","36.968167523319146","-122.0062444259365","20"
"690687440.441089","2022-11-20 17:37:20","2022-11-20 18:43:12","65.85","355.09099999999586","36.9681549026045","-122.00668307963947","11"
"690599119.052517","2022-11-19 17:05:19","2022-11-19 17:56:59","51.63333333333333","298.18099999999765","37.85043168350868","-122.29274394002024","11"
"690167076.813894","2022-11-14 17:04:36","2022-11-14 18:12:42","68.06666666666666","372.2019999999976","37.850778188390656","-122.29228156038869","15"
"689978413.188755","2022-11-12 12:40:13","2022-11-12 14:37:41","117.43333333333334","618.0000000000081","37.81568995071428","-122.28891994786285","20"
"689141246.484118","2022-11-02 21:07:26","2022-11-02 21:56:21","48.9","320.76199999999847","37.851655944285774","-122.2926634737498","20"
"688966706.143221","2022-10-31 20:38:26","2022-10-31 21:48:37","70.18333333333334","0.0","0.0","0.0","27"
"687322918.075401","2022-10-12 20:01:58","2022-10-12 20:53:45","51.78333333333333","298.62199999999643","37.85104773154016","-122.29232732128477","18"
"685508128.84599","2022-09-21 19:55:28","2022-09-21 21:02:35","67.1","402.07299999999697","37.815698493742005","-122.28891772657207","22"
"685335757.254943","2022-09-19 20:02:37","2022-09-19 21:49:40","107.03333333333333","583.8229999999944","37.815610508269444","-122.28899121209828","22"
"683691135.515567","2022-08-31 19:12:15","2022-08-31 20:35:35","83.33333333333333","365.17299999999426","37.851023264581144","-122.29234513616244","20"
"683513157.13591","2022-08-29 17:45:57","2022-08-29 18:38:52","52.9","285.71099999999706","37.85085214350071","-122.2925230209344","22"
"683088886.646682","2022-08-24 19:54:46","2022-08-24 21:25:53","91.1","489.5769999999968","37.85150216042424","-122.29256063938918","30"
"682917858.503086","2022-08-22 20:24:18","2022-08-22 21:58:55","94.61666666666666","672.7819999999969","37.81565044766102","-122.28898580714902","32"
"682811579.323323","2022-08-21 14:52:59","2022-08-21 16:01:56","68.95","224.42699999999678","37.89348415568275","-122.2723428906149","6"
"682655863.35025","2022-08-19 19:37:43","2022-08-19 21:22:50","105.11666666666666","588.3629999999963","37.85088648342316","-122.29227866143674","30"
"682395543.415499","2022-08-16 19:19:03","2022-08-16 20:32:01","72.96666666666667","411.6669999999949","37.8514440492562","-122.29254689879826","17"
"682205256.536593","2022-08-14 14:27:36","2022-08-14 15:53:38","86.03333333333333","453.033999999997","37.81571003000147","-122.28892905674184","14"
"681272079.082569","2022-08-03 19:14:39","2022-08-03 20:30:02","75.35","367.8839999999959","37.8157911153862","-122.28892798430019","12"
"681185045.957753","2022-08-02 19:04:05","2022-08-02 20:52:31","108.41666666666667","549.1519999999939","37.850805379920125","-122.29225848370896","22"
"681100651.034685","2022-08-01 19:37:31","2022-08-01 21:00:04","82.55","508.57700000000034","37.850877234883946","-122.29227304796301","17"
"680986547.721672","2022-07-31 11:55:47","2022-07-31 12:46:03","50.25","267.78099999999745","37.85079611309201","-122.29226997053695","14"
"680841176.592437","2022-07-29 19:32:56","2022-07-29 20:52:15","79.3","400.0919999999975","37.81570585412343","-122.2889675936492","14"
"677250209.247284","2022-06-18 06:03:29","2022-06-18 06:59:45","56.266666666666666","449.8930000000026","52.503604696227264","13.38406546974726","25"
"676607900.863307","2022-06-10 19:38:20","2022-06-10 21:51:30","133.13333333333333","702.2360000000249","36.96792101536316","-122.00635290570524","5"
"676260543.955532","2022-06-06 19:09:03","2022-06-06 20:58:17","109.2","638.257000000014","36.967924890406614","-122.00636233768385","20"
"675914943.827192","2022-06-02 19:09:03","2022-06-02 20:27:01","77.95","434.4940000000055","36.96785493583882","-122.00619838272469","8"
"675828901.839354","2022-06-01 19:15:01","2022-06-01 20:50:14","95.2","554.3380000000121","36.96814807592834","-122.00655930163363","31"
"675402885.302914","2022-05-27 20:54:45","2022-05-27 20:54:50","0.08333333333333333","0.0","0.0","0.0","3"
"675051591.439033","2022-05-23 19:19:51","2022-05-23 20:17:01","57.15","308.52100000000047","36.96790316060817","-122.00638677251177","12"
"674793988.943397","2022-05-20 19:46:28","2022-05-20 21:09:24","82.91666666666667","340.07300000000185","36.96825025189254","-122.00660564466531","19"
"674620075.250495","2022-05-18 19:27:55","2022-05-18 20:40:27","72.53333333333333","428.4080000000039","36.96793539261156","-122.00643017309821","22"
"674446707.797036","2022-05-16 19:18:27","2022-05-16 20:49:27","90.98333333333333","528.4420000000113","36.967898497754106","-122.00634492173937","20"
"674186239.656235","2022-05-13 18:57:19","2022-05-13 20:06:34","69.25","394.4390000000035","36.96797168836827","-122.006425131871","25"
"673837774.192283","2022-05-09 18:09:34","2022-05-09 18:51:10","41.6","295.53600000000006","36.96789818478907","-122.0063668771467","16"
"673044756.302119","2022-04-30 13:52:36","2022-04-30 16:02:24","129.78333333333333","593.3100000000011","37.23210402996821","-122.0929763718182","7"
"672979087.626804","2022-04-29 19:38:07","2022-04-29 21:03:17","85.15","583.8070000000034","36.968074406105394","-122.00665141568255","29"
"672632361.210802","2022-04-25 19:19:21","2022-04-25 21:10:37","111.23333333333333","620.1590000000159","36.967952167678895","-122.00644960149205","15"
"672428270.346812","2022-04-23 10:37:50","2022-04-23 12:13:30","95.65","574.0390000000099","47.59337904128574","-122.31097183909345","24"
"672027673.940564","2022-04-18 19:21:13","2022-04-18 20:42:02","80.76666666666667","0.0","36.96795144595413","-122.00629144027779","21"
"671928989.744431","2022-04-17 15:56:29","2022-04-17 17:16:07","79.56666666666666","0.0","36.96835689257748","-122.00662797515801","16"
"671596120.281049","2022-04-13 19:28:40","2022-04-13 20:22:05","53.416666666666664","294.66600000000074","36.96798446481956","-122.00648697317762","11"
"671422016.526414","2022-04-11 19:06:56","2022-04-11 20:54:07","107.16666666666667","540.839000000009","36.968098740502896","-122.00653542100243","25"
"670900390.181149","2022-04-05 18:13:10","2022-04-05 18:59:50","46.63333333333333","0.0","36.967910326913426","-122.00639086624292","14"
"670818681.1529","2022-04-04 19:31:21","2022-04-04 20:52:25","81.05","240.88400000000138","36.96788662678488","-122.00634268706051","6"
"670558549.70301","2022-04-01 19:15:49","2022-04-01 21:02:26","106.6","0.0","36.96793091764232","-122.00638171755872","14"
"670386943.701605","2022-03-30 19:35:43","2022-03-30 20:55:36","79.83333333333333","457.2130000000003","36.967990926312396","-122.0065881580413","10"
"670208442.366223","2022-03-28 18:00:42","2022-03-28 19:39:47","99.05","567.138999999997","36.967961716180795","-122.00637807388932","12"
"669425159.640607","2022-03-19 16:25:59","2022-03-19 18:47:53","141.85","632.4120000000042","36.96799794167778","-122.00652642068971","20"
"669003381.187174","2022-03-14 19:16:21","2022-03-14 20:48:14","91.86666666666666","499.81200000000484","36.96790073072377","-122.00636194386081","21"
"667367244.208694","2022-02-23 19:47:24","2022-02-23 20:14:06","26.683333333333334","156.23299999999927","36.96832558010393","-122.00653005958564","11"
"667192552.066512","2022-02-21 19:15:52","2022-02-21 20:07:38","51.766666666666666","320.00499999999965","36.96801837047714","-122.00657990568807","19"
"666759633.649336","2022-02-16 19:00:33","2022-02-16 20:28:03","87.46666666666667","392.9630000000034","36.9679316190477","-122.00642892032135","23"
"666588369.136752","2022-02-14 19:26:09","2022-02-14 20:33:25","67.26666666666667","283.0070000000007","36.968063574364486","-122.00647809338278","25"
"666296181.303393","2022-02-11 10:16:21","2022-02-11 11:35:10","78.8","425.94899999999916","38.538417373819776","-121.73897959303272","22"
"665982922.359992","2022-02-07 19:15:22","2022-02-07 20:40:58","85.58333333333333","367.47600000000045","36.96793884209386","-122.00661336813339","30"
"665804847.863466","2022-02-05 17:47:27","2022-02-05 19:02:18","74.83333333333333","396.96699999999544","36.967950212134106","-122.00645894440886","25"
"665551067.827467","2022-02-02 19:17:47","2022-02-02 20:40:29","82.68333333333334","486.77999999999486","36.96803282957646","-122.00656890468987","18"
"665377986.641872","2022-01-31 19:13:06","2022-01-31 20:11:04","57.95","327.2449999999966","36.96790781930096","-122.00639490157101","22"
"664773238.403346","2022-01-24 19:13:58","2022-01-24 20:50:10","96.18333333333334","622.2629999999971","36.96796624011575","-122.00646511281798","23"
"664429463.940708","2022-01-20 19:44:23","2022-01-20 20:56:23","71.98333333333333","426.4699999999993","36.96793921686091","-122.00644380122364","19"
"664341634.652726","2022-01-19 19:20:34","2022-01-19 20:49:17","88.68333333333334","478.71699999999777","36.96792985839136","-122.0064485664072","9"
"664168239.474992","2022-01-17 19:10:39","2022-01-17 20:45:47","95.11666666666666","551.5949999999981","36.96797929617644","-122.00672287623237","21"
"663909284.490797","2022-01-14 19:14:44","2022-01-14 20:19:41","64.95","401.57799999999725","36.96797338193005","-122.0064526912322","15"
